LineId,Date,Time,Level,Component,Content,EventId,EventTemplate,variables
57,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E4,Failed to get next element [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
58,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E16,Warning: Unrecognized packageExtended attribute.,[[]]
59,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E29,Expecting attribute name [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
60,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E4,Failed to get next element [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
61,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E16,Warning: Unrecognized packageExtended attribute.,[[]]
62,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E29,Expecting attribute name [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
63,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E4,Failed to get next element [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
64,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E16,Warning: Unrecognized packageExtended attribute.,[[]]
65,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E16,Warning: Unrecognized packageExtended attribute.,[[]]
66,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E29,Expecting attribute name [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
67,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E4,Failed to get next element [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
68,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E16,Warning: Unrecognized packageExtended attribute.,[[]]
69,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E29,Expecting attribute name [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
70,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E4,Failed to get next element [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
71,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E16,Warning: Unrecognized packageExtended attribute.,[[]]
72,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E29,Expecting attribute name [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
73,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E4,Failed to get next element [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
74,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E16,Warning: Unrecognized packageExtended attribute.,[[]]
75,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E29,Expecting attribute name [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
76,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E4,Failed to get next element [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
77,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E16,Warning: Unrecognized packageExtended attribute.,[[]]
78,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E16,Warning: Unrecognized packageExtended attribute.,[[]]
79,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E29,Expecting attribute name [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
80,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E4,Failed to get next element [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
81,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E16,Warning: Unrecognized packageExtended attribute.,[[]]
82,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E29,Expecting attribute name [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
83,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E4,Failed to get next element [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
84,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E16,Warning: Unrecognized packageExtended attribute.,[[]]
85,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E29,Expecting attribute name [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
86,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E4,Failed to get next element [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
87,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E16,Warning: Unrecognized packageExtended attribute.,[[]]
88,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E29,Expecting attribute name [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
89,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E4,Failed to get next element [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
90,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E16,Warning: Unrecognized packageExtended attribute.,[[]]
91,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E16,Warning: Unrecognized packageExtended attribute.,[[]]
92,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E29,Expecting attribute name [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
93,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E4,Failed to get next element [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
94,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E16,Warning: Unrecognized packageExtended attribute.,[[]]
95,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E29,Expecting attribute name [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
96,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E4,Failed to get next element [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
97,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E16,Warning: Unrecognized packageExtended attribute.,[[]]
98,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E29,Expecting attribute name [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
99,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E4,Failed to get next element [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
100,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E16,Warning: Unrecognized packageExtended attribute.,[[]]
101,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E29,Expecting attribute name [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
102,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E4,Failed to get next element [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
103,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E16,Warning: Unrecognized packageExtended attribute.,[[]]
104,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E16,Warning: Unrecognized packageExtended attribute.,[[]]
105,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E29,Expecting attribute name [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
106,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E4,Failed to get next element [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
107,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E16,Warning: Unrecognized packageExtended attribute.,[[]]
108,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E29,Expecting attribute name [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
109,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E4,Failed to get next element [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
110,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E16,Warning: Unrecognized packageExtended attribute.,[[]]
111,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E29,Expecting attribute name [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
112,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E4,Failed to get next element [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
113,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E16,Warning: Unrecognized packageExtended attribute.,[[]]
114,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E29,Expecting attribute name [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
115,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E4,Failed to get next element [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
116,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E16,Warning: Unrecognized packageExtended attribute.,[[]]
117,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E16,Warning: Unrecognized packageExtended attribute.,[[]]
118,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E29,Expecting attribute name [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
119,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E4,Failed to get next element [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
120,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E16,Warning: Unrecognized packageExtended attribute.,[[]]
121,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E29,Expecting attribute name [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
122,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E4,Failed to get next element [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
123,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E16,Warning: Unrecognized packageExtended attribute.,[[]]
124,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E29,Expecting attribute name [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
125,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E4,Failed to get next element [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
126,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E16,Warning: Unrecognized packageExtended attribute.,[[]]
127,2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E29,Expecting attribute name [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
128,2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],E4,Failed to get next element [ HRESULT = <*> CBS_E_MANIFEST_INVALID_ITEM] ,[['0x800f080d ']]
129,2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,E16,Warning: Unrecognized packageExtended attribute.,[[]]
130,2016-09-28,04:30:32,Info,CBS,Session: 30546173_4267072707 initialized by client WindowsUpdateAgent.,E43,Session: <*> initialized by client WindowsUpdateAgent.,"[[], '30546173_4267072707']"
