LineId,Date,Time,Level,Component,Content,EventId,EventTemplate,variables
14,17/06/09,20:10:42,INFO,executor.CoarseGrainedExecutorBackend,Connecting to driver: spark://CoarseGrainedScheduler@10.10.34.11:48069,E9,Connecting to driver: spark: <*> <*>,[['10.10.34.11']]
15,17/06/09,20:10:42,INFO,executor.CoarseGrainedExecutorBackend,Successfully registered with driver,E22,Successfully registered with driver,[[]]
16,17/06/09,20:10:42,INFO,executor.Executor,Starting executor ID 5 on host mesos-slave-07,E3,Starting executor ID <*> on host mesos-slave-07,[[]]
17,17/06/09,20:10:42,INFO,util.Utils,Successfully started service 'org.apache.spark.network.netty.NettyBlockTransferService' on port 40984.,E2,Successfully started service <*> on port <*>,[['org.apache.spark.network.netty.NettyBlockTransferService']]
18,17/06/09,20:10:42,INFO,netty.NettyBlockTransferService,Server created on 40984,E23,Server created on <*>,[[]]
19,17/06/09,20:10:42,INFO,storage.BlockManagerMaster,Trying to register BlockManager,E24,Trying to register BlockManager,[[]]
20,17/06/09,20:10:42,INFO,storage.BlockManagerMaster,Registered BlockManager,E17,Registered BlockManager,[[]]
21,17/06/09,20:10:45,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 0,E25,Got assigned task <*>,"[[], '0']"
22,17/06/09,20:10:45,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1,E25,Got assigned task <*>,"[[], '1']"
23,17/06/09,20:10:45,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 2,E25,Got assigned task <*>,"[[], '2']"
24,17/06/09,20:10:45,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 3,E25,Got assigned task <*>,"[[], '3']"
25,17/06/09,20:10:45,INFO,executor.Executor,Running task 0.0 in stage 0.0 (TID 0),E27,Running task <*> in stage <*> (TID <*>,"[[], '0.0', '0.0', '0)']"
26,17/06/09,20:10:45,INFO,executor.Executor,Running task 2.0 in stage 0.0 (TID 2),E27,Running task <*> in stage <*> (TID <*>,"[[], '2.0', '0.0', '2)']"
27,17/06/09,20:10:45,INFO,executor.Executor,Running task 1.0 in stage 0.0 (TID 1),E27,Running task <*> in stage <*> (TID <*>,"[[], '1.0', '0.0', '1)']"
28,17/06/09,20:10:45,INFO,executor.Executor,Running task 3.0 in stage 0.0 (TID 3),E27,Running task <*> in stage <*> (TID <*>,"[[], '3.0', '0.0', '3)']"
29,17/06/09,20:10:45,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 4,E25,Got assigned task <*>,"[[], '4']"
30,17/06/09,20:10:45,INFO,executor.Executor,Running task 4.0 in stage 0.0 (TID 4),E27,Running task <*> in stage <*> (TID <*>,"[[], '4.0', '0.0', '4)']"
31,17/06/09,20:10:45,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 9,E21,Started reading broadcast variable <*>,"[[], '9']"
32,17/06/09,20:10:45,INFO,storage.MemoryStore,"Block broadcast_9_piece0 stored as bytes in memory (estimated size 5.2 KB, free 5.2 KB)",E28,Block <*> stored as bytes in memory (estimated size <*> <*> free <*> <*>,"[['KB', 'KB'], '5.2', 'broadcast_9_piece0', '5.2']"
33,17/06/09,20:10:45,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 9 took 160 ms,E4,Reading broadcast variable <*> took <*> ms,"[[], '9', '160']"
34,17/06/09,20:10:46,INFO,storage.MemoryStore,"Block broadcast_9 stored as values in memory (estimated size 8.8 KB, free 14.0 KB)",E29,Block <*> stored as values in memory (estimated size <*> <*> free <*> <*>,"[['KB', 'KB'], '8.8', 'broadcast_9', '14.0']"
35,17/06/09,20:10:46,INFO,spark.CacheManager,"Partition rdd_2_1 not found, computing it",E10,"Partition <*> not found, computing it","[[], 'rdd_2_1']"
36,17/06/09,20:10:46,INFO,spark.CacheManager,"Partition rdd_2_3 not found, computing it",E10,"Partition <*> not found, computing it","[[], 'rdd_2_3']"
37,17/06/09,20:10:46,INFO,spark.CacheManager,"Partition rdd_2_0 not found, computing it",E10,"Partition <*> not found, computing it","[[], 'rdd_2_0']"
38,17/06/09,20:10:46,INFO,spark.CacheManager,"Partition rdd_2_2 not found, computing it",E10,"Partition <*> not found, computing it","[[], 'rdd_2_2']"
39,17/06/09,20:10:46,INFO,spark.CacheManager,"Partition rdd_2_4 not found, computing it",E10,"Partition <*> not found, computing it","[[], 'rdd_2_4']"
40,17/06/09,20:10:46,INFO,rdd.HadoopRDD,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:21876+7292,E11,Input split: hdfs: <*> 9000/pjhe/logs/2kSOSP.log: <*>,"[['10.10.34.11'], '21876+7292']"
41,17/06/09,20:10:46,INFO,rdd.HadoopRDD,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:14584+7292,E11,Input split: hdfs: <*> 9000/pjhe/logs/2kSOSP.log: <*>,"[['10.10.34.11'], '14584+7292']"
42,17/06/09,20:10:46,INFO,rdd.HadoopRDD,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:0+7292,E11,Input split: hdfs: <*> 9000/pjhe/logs/2kSOSP.log: <*>,"[['10.10.34.11'], '0+7292']"
43,17/06/09,20:10:46,INFO,rdd.HadoopRDD,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:7292+7292,E11,Input split: hdfs: <*> 9000/pjhe/logs/2kSOSP.log: <*>,"[['10.10.34.11'], '7292+7292']"
44,17/06/09,20:10:46,INFO,rdd.HadoopRDD,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:29168+7292,E11,Input split: hdfs: <*> 9000/pjhe/logs/2kSOSP.log: <*>,"[['10.10.34.11'], '29168+7292']"
45,17/06/09,20:10:46,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 8,E21,Started reading broadcast variable <*>,"[[], '8']"
46,17/06/09,20:10:46,INFO,storage.MemoryStore,"Block broadcast_8_piece0 stored as bytes in memory (estimated size 21.4 KB, free 35.4 KB)",E28,Block <*> stored as bytes in memory (estimated size <*> <*> free <*> <*>,"[['KB', 'KB'], '21.4', 'broadcast_8_piece0', '35.4']"
47,17/06/09,20:10:46,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 8 took 19 ms,E4,Reading broadcast variable <*> took <*> ms,"[[], '8', '19']"
48,17/06/09,20:10:46,INFO,storage.MemoryStore,"Block broadcast_8 stored as values in memory (estimated size 281.6 KB, free 317.0 KB)",E29,Block <*> stored as values in memory (estimated size <*> <*> free <*> <*>,"[['KB', 'KB'], '281.6', 'broadcast_8', '317.0']"
49,17/06/09,20:10:47,INFO,Configuration.deprecation,"mapred.tip.id is deprecated. Instead, use mapreduce.task.id",E12,"<*> is deprecated. Instead, use <*>","[['mapred.tip.id', 'mapreduce.task.id']]"
50,17/06/09,20:10:47,INFO,Configuration.deprecation,"mapred.task.id is deprecated. Instead, use mapreduce.task.attempt.id",E12,"<*> is deprecated. Instead, use <*>","[['mapred.task.id', 'mapreduce.task.attempt.id']]"
51,17/06/09,20:10:47,INFO,Configuration.deprecation,"mapred.task.is.map is deprecated. Instead, use mapreduce.task.ismap",E12,"<*> is deprecated. Instead, use <*>","[['mapred.task.is.map', 'mapreduce.task.ismap']]"
52,17/06/09,20:10:47,INFO,Configuration.deprecation,"mapred.job.id is deprecated. Instead, use mapreduce.job.id",E12,"<*> is deprecated. Instead, use <*>","[['mapred.job.id', 'mapreduce.job.id']]"
53,17/06/09,20:10:47,INFO,Configuration.deprecation,"mapred.task.partition is deprecated. Instead, use mapreduce.task.partition",E12,"<*> is deprecated. Instead, use <*>","[['mapred.task.partition', 'mapreduce.task.partition']]"
54,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 0,E21,Started reading broadcast variable <*>,"[[], '0']"
55,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_0_piece0 stored as bytes in memory (estimated size 93.0 B, free 317.1 KB)",E28,Block <*> stored as bytes in memory (estimated size <*> <*> free <*> <*>,"[['B', 'KB'], '93.0', 'broadcast_0_piece0', '317.1']"
56,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 0 took 21 ms,E4,Reading broadcast variable <*> took <*> ms,"[[], '0', '21']"
57,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_0 stored as values in memory (estimated size 384.0 B, free 317.5 KB)",E29,Block <*> stored as values in memory (estimated size <*> <*> free <*> <*>,"[['B', 'KB'], '384.0', 'broadcast_0', '317.5']"
58,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 4,E21,Started reading broadcast variable <*>,"[[], '4']"
59,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_4_piece0 stored as bytes in memory (estimated size 95.0 B, free 317.6 KB)",E28,Block <*> stored as bytes in memory (estimated size <*> <*> free <*> <*>,"[['B', 'KB'], 'broadcast_4_piece0', '95.0', '317.6']"
60,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 4 took 18 ms,E4,Reading broadcast variable <*> took <*> ms,"[[], '4', '18']"
61,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_4 stored as values in memory (estimated size 384.0 B, free 318.0 KB)",E29,Block <*> stored as values in memory (estimated size <*> <*> free <*> <*>,"[['B', 'KB'], '384.0', 'broadcast_4', '318.0']"
62,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 3,E21,Started reading broadcast variable <*>,"[[], '3']"
63,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_3_piece0 stored as bytes in memory (estimated size 152.0 B, free 318.1 KB)",E28,Block <*> stored as bytes in memory (estimated size <*> <*> free <*> <*>,"[['B', 'KB'], '152.0', 'broadcast_3_piece0', '318.1']"
64,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 3 took 17 ms,E4,Reading broadcast variable <*> took <*> ms,"[[], '3', '17']"
65,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_3 stored as values in memory (estimated size 384.0 B, free 318.5 KB)",E29,Block <*> stored as values in memory (estimated size <*> <*> free <*> <*>,"[['B', 'KB'], '384.0', 'broadcast_3', '318.5']"
66,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 1,E21,Started reading broadcast variable <*>,"[[], '1']"
67,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_1_piece0 stored as bytes in memory (estimated size 107.0 B, free 318.6 KB)",E28,Block <*> stored as bytes in memory (estimated size <*> <*> free <*> <*>,"[['B', 'KB'], 'broadcast_1_piece0', '107.0', '318.6']"
68,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 1 took 16 ms,E4,Reading broadcast variable <*> took <*> ms,"[[], '16', '1']"
69,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_1 stored as values in memory (estimated size 384.0 B, free 319.0 KB)",E29,Block <*> stored as values in memory (estimated size <*> <*> free <*> <*>,"[['B', 'KB'], '384.0', '319.0', 'broadcast_1']"
70,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 2,E21,Started reading broadcast variable <*>,"[[], '2']"
71,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_2_piece0 stored as bytes in memory (estimated size 93.0 B, free 319.0 KB)",E28,Block <*> stored as bytes in memory (estimated size <*> <*> free <*> <*>,"[['B', 'KB'], '93.0', '319.0', 'broadcast_2_piece0']"
72,17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 2 took 16 ms,E4,Reading broadcast variable <*> took <*> ms,"[[], '16', '2']"
73,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_2 stored as values in memory (estimated size 384.0 B, free 319.4 KB)",E29,Block <*> stored as values in memory (estimated size <*> <*> free <*> <*>,"[['B', 'KB'], '384.0', 'broadcast_2', '319.4']"
74,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1072, boot = 856, init = 210, finish = 6",E31,Times: total = <*> boot = <*> init = <*> finish = <*>,"[[], '6', '210,', '1072,', '856,']"
75,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1114, boot = 885, init = 223, finish = 6",E31,Times: total = <*> boot = <*> init = <*> finish = <*>,"[[], '6', '1114,', '885,', '223,']"
76,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1074, boot = 869, init = 199, finish = 6",E31,Times: total = <*> boot = <*> init = <*> finish = <*>,"[[], '6', '199,', '1074,', '869,']"
77,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1078, boot = 851, init = 219, finish = 8",E31,Times: total = <*> boot = <*> init = <*> finish = <*>,"[[], '8', '1078,', '851,', '219,']"
78,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1077, boot = 865, init = 206, finish = 6",E31,Times: total = <*> boot = <*> init = <*> finish = <*>,"[[], '6', '1077,', '865,', '206,']"
79,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block rdd_2_2 stored as bytes in memory (estimated size 850.0 B, free 320.3 KB)",E28,Block <*> stored as bytes in memory (estimated size <*> <*> free <*> <*>,"[['B', 'KB'], 'rdd_2_2', '850.0', '320.3']"
80,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block rdd_2_3 stored as bytes in memory (estimated size 930.0 B, free 321.2 KB)",E28,Block <*> stored as bytes in memory (estimated size <*> <*> free <*> <*>,"[['B', 'KB'], '930.0', 'rdd_2_3', '321.2']"
81,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block rdd_2_1 stored as bytes in memory (estimated size 935.0 B, free 322.1 KB)",E28,Block <*> stored as bytes in memory (estimated size <*> <*> free <*> <*>,"[['B', 'KB'], 'rdd_2_1', '935.0', '322.1']"
82,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block rdd_2_0 stored as bytes in memory (estimated size 913.0 B, free 323.0 KB)",E28,Block <*> stored as bytes in memory (estimated size <*> <*> free <*> <*>,"[['B', 'KB'], '913.0', 'rdd_2_0', '323.0']"
83,17/06/09,20:10:48,INFO,storage.MemoryStore,"Block rdd_2_4 stored as bytes in memory (estimated size 890.0 B, free 323.8 KB)",E28,Block <*> stored as bytes in memory (estimated size <*> <*> free <*> <*>,"[['B', 'KB'], 'rdd_2_4', '890.0', '323.8']"
84,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 38, boot = 11, init = 27, finish = 0",E31,Times: total = <*> boot = <*> init = <*> finish = <*>,"[[], '0', '38,', '27,', '11,']"
85,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 42, boot = 12, init = 30, finish = 0",E31,Times: total = <*> boot = <*> init = <*> finish = <*>,"[[], '0', '42,', '12,', '30,']"
86,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 41, boot = 15, init = 26, finish = 0",E31,Times: total = <*> boot = <*> init = <*> finish = <*>,"[[], '0', '41,', '15,', '26,']"
87,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 40, boot = 7, init = 33, finish = 0",E31,Times: total = <*> boot = <*> init = <*> finish = <*>,"[[], '0', '40,', '7,', '33,']"
88,17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 42, boot = 13, init = 28, finish = 1",E31,Times: total = <*> boot = <*> init = <*> finish = <*>,"[[], '1', '42,', '13,', '28,']"
89,17/06/09,20:10:48,INFO,executor.Executor,Finished task 3.0 in stage 0.0 (TID 3). 2703 bytes result sent to driver,E30,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"[[], '3.0', '2703', '0.0', '3).']"
90,17/06/09,20:10:48,INFO,executor.Executor,Finished task 1.0 in stage 0.0 (TID 1). 2703 bytes result sent to driver,E30,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"[[], '1.0', '2703', '0.0', '1).']"
91,17/06/09,20:10:48,INFO,executor.Executor,Finished task 2.0 in stage 0.0 (TID 2). 2703 bytes result sent to driver,E30,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"[[], '2.0', '2703', '0.0', '2).']"
92,17/06/09,20:10:48,INFO,executor.Executor,Finished task 4.0 in stage 0.0 (TID 4). 2703 bytes result sent to driver,E30,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"[[], '4.0', '2703', '0.0', '4).']"
93,17/06/09,20:10:48,INFO,executor.Executor,Finished task 0.0 in stage 0.0 (TID 0). 2703 bytes result sent to driver,E30,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"[[], '0.0', '2703', '0.0', '0).']"
94,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 42,E25,Got assigned task <*>,"[[], '42']"
95,17/06/09,20:10:52,INFO,executor.Executor,Running task 0.0 in stage 1.0 (TID 42),E27,Running task <*> in stage <*> (TID <*>,"[[], '0.0', '1.0', '42)']"
96,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 56,E25,Got assigned task <*>,"[[], '56']"
97,17/06/09,20:10:52,INFO,executor.Executor,Running task 1.0 in stage 1.0 (TID 56),E27,Running task <*> in stage <*> (TID <*>,"[[], '1.0', '1.0', '56)']"
98,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 69,E25,Got assigned task <*>,"[[], '69']"
99,17/06/09,20:10:52,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 10,E21,Started reading broadcast variable <*>,"[[], '10']"
100,17/06/09,20:10:52,INFO,executor.Executor,Running task 2.0 in stage 1.0 (TID 69),E27,Running task <*> in stage <*> (TID <*>,"[[], '2.0', '1.0', '69)']"
101,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 78,E25,Got assigned task <*>,"[[], '78']"
102,17/06/09,20:10:52,INFO,executor.Executor,Running task 3.0 in stage 1.0 (TID 78),E27,Running task <*> in stage <*> (TID <*>,"[[], '3.0', '1.0', '78)']"
103,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 79,E25,Got assigned task <*>,"[[], '79']"
104,17/06/09,20:10:52,INFO,executor.Executor,Running task 4.0 in stage 1.0 (TID 79),E27,Running task <*> in stage <*> (TID <*>,"[[], '4.0', '1.0', '79)']"
105,17/06/09,20:10:52,INFO,storage.MemoryStore,"Block broadcast_10_piece0 stored as bytes in memory (estimated size 5.8 KB, free 329.6 KB)",E28,Block <*> stored as bytes in memory (estimated size <*> <*> free <*> <*>,"[['KB', 'KB'], '5.8', 'broadcast_10_piece0', '329.6']"
106,17/06/09,20:10:52,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 10 took 17 ms,E4,Reading broadcast variable <*> took <*> ms,"[[], '17', '10']"
107,17/06/09,20:10:52,INFO,storage.MemoryStore,"Block broadcast_10 stored as values in memory (estimated size 9.6 KB, free 339.2 KB)",E29,Block <*> stored as values in memory (estimated size <*> <*> free <*> <*>,"[['KB', 'KB'], '9.6', 'broadcast_10', '339.2']"
108,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_0 locally,E26,Found block <*> locally,"[[], 'rdd_2_0']"
109,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_3 locally,E26,Found block <*> locally,"[[], 'rdd_2_3']"
110,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_4 locally,E26,Found block <*> locally,"[[], 'rdd_2_4']"
111,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_2 locally,E26,Found block <*> locally,"[[], 'rdd_2_2']"
112,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_1 locally,E26,Found block <*> locally,"[[], 'rdd_2_1']"
113,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 42, boot = -4131, init = 4172, finish = 1",E31,Times: total = <*> boot = <*> init = <*> finish = <*>,"[[], '1', '42,', '-4131,', '4172,']"
114,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 41, boot = -4122, init = 4162, finish = 1",E31,Times: total = <*> boot = <*> init = <*> finish = <*>,"[[], '1', '41,', '4162,', '-4122,']"
115,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 42, boot = -4121, init = 4162, finish = 1",E31,Times: total = <*> boot = <*> init = <*> finish = <*>,"[[], '1', '42,', '4162,', '-4121,']"
116,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 42, boot = -4138, init = 4179, finish = 1",E31,Times: total = <*> boot = <*> init = <*> finish = <*>,"[[], '1', '42,', '-4138,', '4179,']"
117,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 42, boot = -4134, init = 4175, finish = 1",E31,Times: total = <*> boot = <*> init = <*> finish = <*>,"[[], '1', '42,', '-4134,', '4175,']"
118,17/06/09,20:10:52,INFO,executor.Executor,Finished task 4.0 in stage 1.0 (TID 79). 2685 bytes result sent to driver,E30,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"[[], '4.0', '1.0', '2685', '79).']"
119,17/06/09,20:10:52,INFO,executor.Executor,Finished task 1.0 in stage 1.0 (TID 56). 2428 bytes result sent to driver,E30,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"[[], '1.0', '1.0', '2428', '56).']"
120,17/06/09,20:10:52,INFO,executor.Executor,Finished task 0.0 in stage 1.0 (TID 42). 2474 bytes result sent to driver,E30,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"[[], '0.0', '1.0', '2474', '42).']"
121,17/06/09,20:10:52,INFO,executor.Executor,Finished task 3.0 in stage 1.0 (TID 78). 2651 bytes result sent to driver,E30,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"[[], '3.0', '1.0', '2651', '78).']"
122,17/06/09,20:10:52,INFO,executor.Executor,Finished task 2.0 in stage 1.0 (TID 69). 2523 bytes result sent to driver,E30,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"[[], '2.0', '1.0', '2523', '69).']"
123,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 87,E25,Got assigned task <*>,"[[], '87']"
124,17/06/09,20:10:52,INFO,executor.Executor,Running task 0.0 in stage 2.0 (TID 87),E27,Running task <*> in stage <*> (TID <*>,"[[], '0.0', '2.0', '87)']"
125,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 101,E25,Got assigned task <*>,"[[], '101']"
126,17/06/09,20:10:52,INFO,executor.Executor,Running task 1.0 in stage 2.0 (TID 101),E27,Running task <*> in stage <*> (TID <*>,"[[], '1.0', '2.0', '101)']"
127,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 112,E25,Got assigned task <*>,"[[], '112']"
128,17/06/09,20:10:52,INFO,executor.Executor,Running task 2.0 in stage 2.0 (TID 112),E27,Running task <*> in stage <*> (TID <*>,"[[], '2.0', '2.0', '112)']"
129,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 118,E25,Got assigned task <*>,"[[], '118']"
130,17/06/09,20:10:52,INFO,executor.Executor,Running task 3.0 in stage 2.0 (TID 118),E27,Running task <*> in stage <*> (TID <*>,"[[], '3.0', '2.0', '118)']"
131,17/06/09,20:10:52,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 11,E21,Started reading broadcast variable <*>,"[[], '11']"
132,17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 119,E25,Got assigned task <*>,"[[], '119']"
133,17/06/09,20:10:52,INFO,executor.Executor,Running task 4.0 in stage 2.0 (TID 119),E27,Running task <*> in stage <*> (TID <*>,"[[], '4.0', '2.0', '119)']"
134,17/06/09,20:10:52,INFO,storage.MemoryStore,"Block broadcast_11_piece0 stored as bytes in memory (estimated size 5.4 KB, free 344.7 KB)",E28,Block <*> stored as bytes in memory (estimated size <*> <*> free <*> <*>,"[['KB', 'KB'], '5.4', 'broadcast_11_piece0', '344.7']"
135,17/06/09,20:10:52,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 11 took 15 ms,E4,Reading broadcast variable <*> took <*> ms,"[[], '15', '11']"
136,17/06/09,20:10:52,INFO,storage.MemoryStore,"Block broadcast_11 stored as values in memory (estimated size 9.2 KB, free 353.9 KB)",E29,Block <*> stored as values in memory (estimated size <*> <*> free <*> <*>,"[['KB', 'KB'], '9.2', 'broadcast_11', '353.9']"
137,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_4 locally,E26,Found block <*> locally,"[[], 'rdd_2_4']"
138,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_3 locally,E26,Found block <*> locally,"[[], 'rdd_2_3']"
139,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_2 locally,E26,Found block <*> locally,"[[], 'rdd_2_2']"
140,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_0 locally,E26,Found block <*> locally,"[[], 'rdd_2_0']"
141,17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_1 locally,E26,Found block <*> locally,"[[], 'rdd_2_1']"
142,17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 39, boot = -147, init = 186, finish = 0",E31,Times: total = <*> boot = <*> init = <*> finish = <*>,"[[], '0', '39,', '-147,', '186,']"
