Application requested orientation <*> got rotation <*> which has compatible metrics  3
updateLightsLocked, mInCall = false, mScreenOn = true, ledNotification = = null?true  4
updateLightsLocked, mInCall = false, mScreenOn = true, ledNotification = = null?false  2
flingToHeight: vel= <*> expand= true, target= <*> collapseSpeedUpFactor= <*> expandBecauseOfFalsing= false  1
flingToHeight: vel= <*> expand= false, target= <*> collapseSpeedUpFactor= <*> expandBecauseOfFalsing= false  1
updateIsPoweredLocked: wasPowered= false, mIsPowered= false, oldPlugType= <*> mPlugType= <*> mBatteryLevel= <*>  1
Releasing suspend blocker "PowerManagerService.WakeLocks".  33
Acquiring suspend blocker "PowerManagerService.WakeLocks".  33
HBM brightnessIn = <*>  85
HBM brightnessOut = <*>  85
Bad activity token: <*>  1
updateLightsLocked, turn off notificationLight  6
state.clipTopAmount: <*> i: <*>  13
registerCallback not in UI.  3
cancelNotificationLocked, remove = <*>  2
enqueueNotificationInternal: n.getKey = <*>  2
applyOptionsLocked: Unknown animationType= <*>  2
Received TIME_TICK alarm; rescheduling  3
scheduleTimeTickEvent triggerAtTime = <*>  3
Pid: <*> MediaPlayer destructor  1
battery changed pluggedType: <*>  1
interceptKeyTq keycode= <*> interactive= true keyguardActive= false policyFlags= <*> down true canceled false  7
interceptKeyTq keycode= <*> interactive= true keyguardActive= false policyFlags= <*> down false canceled false  7
The change in focus caused us to need to do a layout begin  6
The change in focus caused us to need to do a layout end  6
disable: < expand ICONS* alerts SYSTEM_INFO* back home recent clock navigationbar search quick_settings >  3
disable: < expand icons* alerts system_info* back home recent clock navigationbar search quick_settings >  3
Skipping, withExcluded: false, tr.intent: Intent { flg= <*> cmp= <*> ( has extras) }  21
Sending non-protected broadcast <*> from system <*> <*> pkg <*>  2
Killing <*> <*> ( adj <*> <*> empty for <*>  1
getAllCellInfo is blocked by permission manager <*> callingPackage = <*>  3
getCellLocation is blocked by permission manager uid: <*> pid: <*>  1
onInterceptTouchEvent MotionEvent { action= ACTION_DOWN, actionButton= <*> <*> <*> <*> <*> <*> <*> <*> TOOL_TYPE_FINGER, buttonState= <*> metaState= <*> flags= <*> edgeFlags= <*> pointerCount= <*> historySize= <*> eventTime= <*> downTime= <*> deviceId= <*> source= <*> }, mBlockTouches= false  2
onInterceptTouchEvent MotionEvent { action= ACTION_UP, actionButton= <*> <*> <*> <*> <*> <*> <*> <*> TOOL_TYPE_FINGER, buttonState= <*> metaState= <*> flags= <*> edgeFlags= <*> pointerCount= <*> historySize= <*> eventTime= <*> downTime= <*> deviceId= <*> source= <*> }, mBlockTouches= false  2
START u0 {act= <*> flg= <*> cmp= <*> ( has extras) } from uid <*> on display <*>  1
startActivity called from non-Activity context; forcing Intent.FLAG_ACTIVITY_NEW_TASK for: Intent { flg= <*> cmp= <*> ( has extras) }  1
Skipping, withExcluded: false, tr.intent: Intent { act= <*> dat= tel: xxxxxxxxxxx flg= <*> cmp= <*> ( has extras) }  7
Skipping, withExcluded: false, tr.intent: Intent { act= <*> dat= file: <*> typ= <*> flg= <*> cmp= <*> ( has extras) }  7
sending alarm <*> type <*> when <*> <*> <*> android broadcastIntent}}}, repeatInterval = <*> listenerTag = time_tick  3
sending alarm <*> type <*> when <*> <*> <*> <*> broadcastIntent}}}, repeatInterval = <*> listenerTag = null  2
Destroying surface Surface( name= PopupWindow: <*> called by <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>  14
START u0 {act= <*> cat= <*> flg= <*> cmp= <*> bnds= <*> <*> <*> from uid <*> on display <*>  2
enqueueNotificationInternal: pkg= <*> id= <*> notification= Notification( pri= <*> contentView= null vibrate= [] sound= null tick defaults= <*> flags= <*> color= <*> category= msg vis= PRIVATE)   1
